update,id,official_id,title,vote_link,proposal_link,author,summary,counter,tag_1,tag_2,type,PS,PSD,CH,IL,PCP,BE,PAN,L,final_result
New,25,401/XV/1,ELIMINA A CONTRAORDENAÇÃO POR NÃO DETER TRÊS EXEMPLARES PARA A DOCUMENTAÇÃO DOS TRANSPORTES DE MERCADORIA,13-1-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533830596a4a695a4445354f5330304f4751314c5452685a6d4d74595455785969316c4d6a4d794e4467355a6a51334e7a67755a47396a65413d3d&fich=4b2bd199-48d5-4afc-a51b-e232489f4778.docx&Inline=true,IL,"Quando o «documento de transporte», i.e., a fatura, guia de remessa, nota de devolução, guia de transporte ou documentos equivalentes necessários, se consubstancia num documento obtido através de programa informático que tenha sido objeto de prévia certificação pela Autoridade Tributária e Aduaneira (AT), ou num documento obtido através do Portal das Finanças, ou num documento em papel, estes “devem ser processados em três exemplares, com uma ou mais séries, convenientemente referenciadas.”

Há vários casos de coimas passadas por ausência de apenas um destes três exemplares (que são iguais em conteúdo), quando em falta no transporte de mercadorias.Estes autos são claramente desproporcionais à gravidade da falta do documento pelo que visa impedir a coima quando existam pelo menos dois exemplares do documento de transporte.",,Fiscalidade,,Projeto de Lei,0,1,1,1,2,0,1,0,0
New,26,411/XV/1,Simplifica o procedimento de renovação da carta de condução,13-1-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314d6a55344d6a51795a693168596d59314c5451784d5467745954597a4f5330354d5759305954517a5932597a595441755a47396a65413d3d&fich=5258242f-abf5-4118-a639-91f4a43cf3a0.docx&Inline=true,IL,"Até dia 02 de novembro tinham sido autuados 5113 cidadãos por conduzirem sem título de condução válido, o que constitui infração cujo valor da coima oscila entre os 120 e os 600 euros. Este número de ocorrências é manifestamente superior ao registado nos anos de 2018, 2019, 2020 e 2021, em que se registaram, respetivamente, 4109, 4129, 3188 e 2924 infrações, numa altura em que ainda restavam dois meses para o ano terminar.

Propõe-se a implementação de um sistema de alerta obrigatório pelo Estado para titulares de cartas de condução prestes a expirar. A proposta também defende a automatização da renovação da carta de condução, isentando de custos os cidadãos nos casos em que não é necessário apresentar atestado médico.","1. Possível Falta de Controlo e Fiscalização Adequada

2. Preocupações com a Sustentabilidade Financeira

3. Desvalorização da Importância do Atestado Médico na Condução",?,,Projeto de Lei,0,2,1,1,2,2,1,1,0
New,27,423/XV/1,"CRIA MECANISMOS DE INTERVENÇÃO E FIXAÇÃO DE PREÇOS NOS BENS
ALIMENTARES ESSENCIAIS",13-1-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794d6d59784d4459334d6930304f4467344c5451325a475574595455794e69307a59574a6a4e6d51354d324579597a45755a47396a65413d3d&fich=22f10672-4888-46de-a526-3abc6d93a2c1.docx&Inline=true,BE,"Este projeto de lei propõe a criação de mecanismos de intervenção e fixação de preços nos bens alimentares essenciais em Portugal. A motivação por trás da proposta é a preocupação com o comportamento monopolista da grande distribuição no país, que, segundo o projeto, fixa preços aos produtores agrícolas e estabelece os preços de revenda dos produtos essenciais. Alega-se que, devido a esses comportamentos, os cidadãos enfrentam aumentos significativos nos preços dos alimentos essenciais, enquanto as grandes empresas do setor registam lucros substanciais.

A Autoridade da Concorrência multou várias cadeias de supermercados por práticas anticoncorrenciais, incluindo conspiração equivalente a cartel e fixação de preços. Argumenta-se que a atual situação de preços elevados prejudica a sociedade e propõe a criação de um mecanismo para fixar preços máximos de bens alimentares essenciais, visando proteger o interesse público, as pessoas e a economia em geral. O governo seria responsável por regulamentar e publicar os preços máximos desses produtos alimentares.","1. Intervenção no Livre Mercado: A proposta de criação de mecanismos de intervenção e fixação de preços nos bens alimentares essenciais pode ser vista como uma interferência excessiva no livre mercado. Argumenta-se que permitir que o mercado regule os preços é mais eficiente e promove a concorrência, levando eventualmente a preços mais baixos para os consumidores.

2. Possíveis Efeitos Negativos na Produção e Abastecimento: Críticos da proposta podem afirmar que a fixação de preços pode desencorajar os produtores de alimentos, uma vez que podem sentir que não estão recebendo o valor adequado por seus produtos. Além disso, a fixação de preços pode resultar em escassez de produtos essenciais, pois os produtores podem não encontrar incentivos suficientes para manter ou aumentar sua produção.

3. Complexidade na Implementação e Regulação: A implementação de mecanismos para fixar os preços dos bens alimentares essenciais pode ser desafiadora em termos de regulamentação e fiscalização. Críticos podem argumentar que o governo pode enfrentar dificuldades para definir preços justos e evitar manipulações, o que pode levar a uma burocracia adicional e a possíveis efeitos colaterais indesejados.",Finanças,,Projeto de Lei,0,0,0,0,1,1,1,1,0
New,28,56/XV,"Reforça o sistema de incentivos fiscais aplicável às start-ups e scaleups, altera o regime de tributação dos planos de opções para trabalhadores de start-ups e empresas do setor da inovação",3-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396a597a51794e446c6c5969307a5a44566c4c54526b597a5174596d45314d4330354f54553459544a6b4f4445794f4451755a47396a65413d3d&fich=cc4249eb-3d5e-4dc4-ba50-9958a2d81284.docx&Inline=true,PS,"Visa criar um quadro regulatório para incentivar a criação e o desenvolvimento de start-ups e scale-ups em Portugal, incentivando o investimento, a investigação e o desenvolvimento tecnológico no país. Propõe: 

Alterações ao Código do Imposto sobre o Rendimento das Pessoas Singulares (CIRS) e ao Estatuto dos Benefícios Fiscais (EBF) para criar um regime fiscal favorável à tributação dos ganhos provenientes de opções de aquisição de participações sociais em start-ups. Os ganhos seriam tributados apenas no momento da alienação das participações sociais.

Reforço do Incentivo Fiscal em Investigação e Desenvolvimento (I&D): A proposta aumenta o prazo para reporte de despesas em I&D.

Alterações ao Código Fiscal do Investimento: Propõe alterações ao Código Fiscal do Investimento (CFI) para prevenir situações de duplo benefício fiscal relacionadas com investimento indireto em I&D.","1. Desigualdade de Benefícios Fiscais: Críticos podem argumentar que os benefícios fiscais propostos podem favorecer desproporcionalmente as start-ups em detrimento de outras empresas. Isso pode gerar preocupações sobre a equidade no tratamento fiscal, especialmente se as vantagens se concentrarem em setores específicos, excluindo outros contribuintes.

2. Risco de Fraude e Otimização Fiscal: A concessão de benefícios fiscais específicos para start-ups pode abrir espaço para práticas de otimização fiscal e até mesmo para fraudes, pois algumas empresas podem buscar estratégias para qualificar-se artificialmente como start-ups apenas para usufruir dos incentivos fiscais, sem contribuir significativamente para a inovação ou o desenvolvimento.

3. Redução da receita fiscal",Fiscalidade,,Votação na Generalidade,1,2,2,2,0,0,2,2,1
New,29,270/XV/1,"De solidariedade com a Ucrânia, por ocasião do primeiro aniversário da invasão do território ucraniano pela Federação Russa",24-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a51574e3061585a705a47466b5a564268636d786862575675644746794c324d354d474a6a4d574a6c4c544d7a595759744e47597a4e6931695a6a41354c54566a4f444577596a6b344e6a45304f53356b62324e34&fich=c90bc1be-33af-4f36-bf09-5c810b986149.docx&Inline=true,PS,,,Relações internacionais,,Voto de Solidariedade,1,1,1,1,0,1,1,1,1
New,30,493/XV/1,"CONCEDER AO ENSINO PARTICULAR E
COOPERATIVO MAIOR AUTONOMIA PARA A CONTRATAÇÃO DE DOCENTES",22-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324e54526c4d6a55334f43316a5a6a637a4c54517759575974596d526a4d5331684e6d566d5a5745774d7a426b4d4751755a47396a65413d3d&fich=654e2578-cf73-40af-bdc1-a6efea030d0d.docx&Inline=true,IL,"Com o passar dos anos, os estabelecimentos de ensino privado têm sentido cada vez mais dificuldades em recrutar docentes com habilitações profissionais porque  “a procura dos cursos que conferem habilitação profissional para a docência tem vindo a diminuir nos últimos anos e o número de diplomados nesses cursos poderá não ser suficiente para suprir as necessidades futuras dos professores”

Defende-se que a habilitação profissional seja um requisito facultativo no caso do ensino privado e cooperativo, ficando a cargo da liberdade contratual.

A autonomia contratual não acarreta um risco de diminuição de qualidade do ensino, bem pelo contrário, pois a diversidade de contributos, a maior possibilidade
de escolha por existência de maior oferta, bem como a possibilidade de continuação de processos formativos em contexto laboral, abre portas a uma escola preparada e adaptada à diversidade de alunos, ao seu projeto educativo e aos objetivos que pretende alcançar.","Padrões de Qualidade:
A exigência de habilitação profissional para docentes é vista como um padrão de qualidade no ensino. Ao flexibilizar esse requisito, pode haver preocupações quanto à manutenção dos padrões educacionais e competência dos professores, o que pode impactar negativamente a qualidade da educação fornecida.

Preparação Adequada dos Professores:
Argumenta-se que a exigência de habilitação profissional assegura uma preparação adequada e consistente dos professores para enfrentar os desafios específicos do ambiente educacional. Flexibilizar esse requisito pode resultar em lacunas na preparação e formação dos docentes, o que pode afetar adversamente a eficácia do processo educativo.

Equidade na Educação:
A manutenção de padrões uniformes de habilitação profissional para docentes pode ser vista como uma medida que promove a equidade no acesso à educação. Permitir que escolas particulares e cooperativas tenham diferentes critérios de contratação pode criar disparidades, favorecendo algumas instituições em detrimento de outras, o que pode afetar a equidade educacional.",Educação,,Projeto de Resolução,0,1,1,1,0,0,1,0,0
New,31,395/XV,Criar condições para o desenvolvimento do mercado voluntário de carbono em Portugal,10-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339684e6a646b4f546c6d5969316a4e6a49784c54526d5a4445744f47466c4d4330794f444a694d6a41335a445979593245755a47396a65413d3d&fich=a67d99fb-c621-4fd1-8ae0-282b207d62ca.docx&Inline=true,PS,"criação de condições para a monetização do carbono de forma voluntária, num cenário em que, na ausência de uma exigência legal e de uma regulamentação específica que o determine, se possam comprar créditos de carbono, resultantes de projetos externos que reduzam, evitem ou capturem GEE, num processo que se designa de compensação e onde se inclui a remoção de carbono através do “carbon farming”, possibilitado por atividades de natureza agroflorestal e de gestão dos solos agrícolas e com importantes benefícios colaterais para a biodiversidade e preservação de ecossistemas

Apesar das estratégias que têm vindo a ser definidas e dos esforços políticos para a respetiva concretização, estamos ainda longe de atingir as metas climáticas a que nos propusemos. É, por isso, essencial mobilizar a sociedade e as instituições e as empresas para a transformação necessária em todos os setores e territórios.

o CELE tornou obrigatória a compra em leilão de licenças de emissão de CO2 para cada tonelada emitida, dando, assim, um importante incentivo à redução das emissões.

O Acordo de Paris veio reconhecer a importância dos mercados de carbono internacionais para alcançar esse desiderato e estabeleceu, nesse sentido, um quadro regulatório que deu já origem a vários sistemas nacionais e infranacionais de comércio de licenças de emissão. 

Na base destes mercados está a necessidade de as entidades privadas demonstrarem os seus compromissos ambientais à sociedade e ao mercado, mesmo não estando constrangidas a uma obrigação legal de redução de emissões de gases de efeito estufa.

a atribuição de um preço ao carbono é uma abordagem eficaz, flexível e de baixo custo, para reduzir as emissões de gases com efeito de estufa (em combinação com outras políticas)","Risco de Greenwashing: Um dos principais argumentos contra mercados voluntários de carbono é o risco de greenwashing, onde as empresas podem comprar créditos de carbono para criar uma imagem de responsabilidade ambiental sem efetivamente reduzir suas próprias emissões. Isso pode levar a uma falsa sensação de progresso na luta contra as mudanças climáticas, enquanto as emissões reais continuam a aumentar.

Falta de Regulamentação Adequada: Críticos argumentam que os mercados voluntários de carbono muitas vezes carecem de regulamentação rigorosa, o que pode resultar em práticas comerciais injustas e na venda de créditos de carbono de qualidade duvidosa. Sem padrões claros e verificação independente, o mercado pode se tornar propenso a abusos e manipulações.

3. Não Substitui a Redução Direta de Emissões: A compra de créditos de carbono não substitui a necessidade crítica de reduzir diretamente as emissões nos setores mais poluentes. Argumenta-se que os mercados voluntários podem criar uma mentalidade de ""compensação"" que desvia a atenção da necessidade essencial de reduzir as atividades que contribuem para as emissões de gases de efeito estufa.",Clima,,Projeto de Resolução,1,1,2,2,0,0,1,2,1
New,32,355/XV/1,"Revisão dos termos da PPP da Lusoponte, com vista à redução dos valores de taxas de portagens das pontes Ponte Vasco da Gama e da Ponte 25 de Abri",10-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338314e574d775a574d774d6931685a5451314c5452685a6a4d744f575134596931694e6a5a6d4f474a6959574a684e5441755a47396a65413d3d&fich=55c0ec02-ae45-4af3-9d8b-b66f8bbaba50.docx&Inline=true,CH,"A construção da ponte Vasco da Gama foi apresentada como um investimento privado, mas grande parte do financiamento foi garantido pelo Estado. O contrato de concessão, inicialmente fixado em 33 anos, já foi renegociado várias vezes, aumentando os custos para os contribuintes. A Lusoponte tem a concessão das pontes sobre o rio Tejo até 2030 e também o exclusivo de explorar futuras travessias.

A Lusoponte, oito anos antes do término da concessão, apresenta uma saúde financeira robusta, com lucros significativos em 2020, apesar da quebra de tráfego devido à pandemia. No entanto, as taxas de portagem nas pontes 25 de Abril e Vasco da Gama aumentaram, e há previsões de novos aumentos em 2023. Os utentes, em sua maioria residentes na margem sul de Lisboa, enfrentam aumentos significativos nas despesas com portagens.

A proposta destaca a discrepância entre as políticas de aumento de preços para as portagens nas pontes e as medidas governamentais para limitar os aumentos em outras áreas, como as rendas habitacionais. Para abordar essa disparidade, a proposta sugere a adoção de um modelo suíço de pagamento único para todas as autoestradas, com isenções para veículos de emergência. Essa medida visa tornar o sistema de portagens mais acessível e previsível para os utentes residentes na Área Metropolitana de Lisboa.","Sustentabilidade Financeira da Concessão: Argumenta-se que o modelo atual de concessão, com taxas de portagem ajustáveis, é fundamental para manter a sustentabilidade financeira das pontes e garantir os recursos necessários para sua manutenção e melhorias. A implementação de um modelo de pagamento único poderia comprometer a capacidade de financiamento da Lusoponte, prejudicando a qualidade e a segurança das infraestruturas.

Impacto Econóomico na Lusoponte: A proposta de adoção de um modelo suíço poderia ter impactos negativos nas finanças da Lusoponte, que opera com base nas receitas geradas pelas portagens. Reduzir a flexibilidade no ajuste das taxas de portagem pode afetar a capacidade da concessionária de cobrir custos operacionais, realizar investimentos e manter padrões adequados de segurança e manutenção.

Equidade e Uso Justo: Argumenta-se que um sistema de pagamento único, mesmo renovável a cada 12 meses, pode não ser equitativo para todos os utentes. Poderia resultar em custos desproporcionais para aqueles que usam as pontes com menos frequência, enquanto não reflete adequadamente a intensidade de uso ou a capacidade de pagamento de diferentes utilizadores. Além disso, isenções específicas poderiam criar disparidades entre os utentes, levando a uma distribuição desigual dos custos.",Infraestruturas,PPP,Projecto de Resolução,0,0,1,0,0,1,1,2,0
New,33,502/XV/1,"Pela renegociação dos contratos de parcerias público-privadas do sector
rodoviário",10-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595339684f5459304e32566b4f43316a4e7a526c4c545134596a5574595759354e7930344f5751784f546b354e47566b4d5445755a47396a65413d3d&fich=a9647ed8-c74e-48b5-af97-89d19994ed11.docx&Inline=true,PAN,"Os encargos brutos com as Parcerias Público-Privadas neste sector pesam mais de 1 400 milhões de euros no Orçamento do Estado de 2023, um valor exorbitante tendo em conta que os cálculos do Eurostat1 nos dizem que o custo destas Parcerias deveria cifrar-se apenas nos 340 milhões de euros anuais. Mas o carácter ruinoso destes contratos está, também, patente no Relatório do Orçamento de 2023, que prevê que, até 2040, o Estado vai pagar por estas Parcerias cerca de 11 567 milhões de euros, quando o valor das estruturas concessionadas é, segundo os referidos dados do Eurostat, de pouco mais de 5 000 milhões de euros, o que significa que o nosso país, em 20 anos, pagará mais de 2 vezes as estruturas associadas a estas Parcerias.","Impacto Financeiro Desconhecido: A proposta sugere a renegociação de contratos de Parcerias Público-Privadas (PPPs) no setor rodoviário, mas não fornece uma avaliação clara do impacto financeiro que essa renegociação teria. Não apresenta uma estimativa dos custos associados à rescisão ou alteração dos contratos existentes, o que poderia gerar incertezas sobre os custos reais e potenciais efeitos negativos nas contas públicas.

Risco de Litigação e Instabilidade Contratual: A renegociação de contratos pode abrir espaço para litígios entre o setor público e os parceiros privados. A introdução de alterações nos termos contratuais pode ser contestada pelas empresas envolvidas, resultando em processos legais demorados e custosos. Além disso, a instabilidade contratual pode desencorajar futuros investimentos privados em projetos de infraestrutura.

Falta de Garantia de Melhoria: A proposta destaca a necessidade de renegociar contratos que se afigurem ""demasiado onerosos e desequilibrados"", mas não oferece garantias de que as renegociações propostas resultarão em melhores condições para o setor público. Não especifica critérios objetivos para determinar o que constitui um contrato ""justo"" e deixa em aberto a possibilidade de as renegociações não atenderem adequadamente aos interesses públicos, podendo, inclusive, prejudicar a continuidade e a qualidade dos serviços rodoviários.",Infraestruturas,PPP,Projeto Lei,0,0,2,1,0,1,1,1,0
New,34,498/XV/1,Proíbe a venda de bilhetes de lotarias e de lotaria instantânea nas estações e postos de correio,10-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c3259533833597a5a6859324d354e693078597a63354c5451794d5759744f4467794d43316d4d4451784e474a685a6d59794e6a4d755a47396a65413d3d&fich=7c6acc96-1c79-421f-8820-f0414baff263.docx&Inline=true,L,"As raspadinhas são um vício negligenciado? A resposta está nos dados – que indicam que sim, são. O gasto médio por pessoa nestes jogos é de 160€ por ano em Portugal, um valor extremamenteelevado quando comparado com os 14€ médios em Espanha. Dentre as razões para o consumo de raspadinhas está: “em primeiro lugar, a facilidade de acesso e o grande número de pontos de distribuição; em segundo, a aceitação social e o baixo estigma associado a este tipo de vício; em terceiro, a grande publicidade que alguns órgãos de comunicação social fazem aos prémios atribuídos, com muitas histórias na primeira pessoa que fazem acreditar que
ganhar muito é mais fácil do que efetivamente é. O facto de o resultado da aposta ser imediato é outro dos fatores que torna mais fácil as pessoas ficarem viciadas"". Não se vê, assim, como pode um prestador de um serviço público ser autorizado a ter, em paralelo a este, uma atividade que acaba a permitir a difusão do fenómeno do jogo. Sendo os interesses públicos os interesses gerais de uma colectividade, verifica-se aqui uma contradição insanável: o mesmo operador prossegue, por um lado, um inegável interesse público - o serviço postal universal -, e por outro ofende o interesse geral de proteção da comunidade contra o empobrecimento e contra o jogo patológico, a que o interesse privado da concessionária deve sucumbir. ","Restrição à Liberdade Comercial: Proibir a venda de bilhetes de lotarias e lotaria instantânea nas estações e postos de correio pode ser interpretado como uma restrição à liberdade comercial. Isso cria um ambiente em que empresas e estabelecimentos são limitados em suas opções de produtos, impedindo-os de oferecer aos clientes a escolha de adquirir bilhetes de lotaria, que são produtos legalmente permitidos.

Impacto Econômico nos Estabelecimentos: A proibição dessa prática pode ter um impacto econômico negativo nos estabelecimentos, como estações e postos de correio, que dependem da venda desses produtos para aumentar sua receita. Limitar as opções de produtos disponíveis para venda pode reduzir a atratividade desses locais para os consumidores, afetando negativamente os negócios e a sustentabilidade financeira desses estabelecimentos.",Jogos de Sorte,,Projeto de Lei,1,2,0,0,1,1,1,1,1
New,35,483/XV/1,"DETERMINA A TRANSPARÊNCIA DE VENCIMENTOS E PROPÕE O
ESTABELECIMENTO DE LEQUES SALARIAIS DE REFERÊNCIA COMO
MECANISMO DE COMBATE À DESIGUALDADE SALARIAL",10-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338324e6a526a4f4759324e5330774d6a597a4c5451785a474974596d4a6c595330774e44526a596d46684e4449334e544d755a47396a&fich=664c8f65-0263-41db-bbea-044cbaa42753.doc&Inline=true,BE,"O rácio entre os salários médios e os salários dos gestores das empresas do PSI-20 passou de 29,6 para 32,2. No Pingo Doce a diferença é de 262,6 vezes entre a remuneração do administrador, Pedro Soares dos Santos, e os salários médios dos trabalhadores da empresa. Claúdia Azevedo, administradora da SONAE, teve no ano passado uma remuneração 77,4 vezes superior à dos trabalhadores do grupo. Gonçalo Moura Martins, CEO da Mota-Engil, ganhou mais de 73 vezes a média dos salários dos restantes trabalhadores da construtora.
 
Peter Drucker, porventura a referência mais celebrada da gestão moderna, defendia que o rácio entre o salário mais elevado e o salário mais baixo de uma empresa não devia exceder os 25. Hoje, nas grandes empresas, a disparidade é muitíssimo superior a esse leque.

Na Suíça, por exemplo, 100 mil cidadãos propuseram ao Parlamento, em 2011, que ninguém deveria poder ganhar num mês mais do que outro, na mesma empresa, ganha num ano.

Em França, foi apresentada no Parlamento, em 2016, uma proposta com o mesmo objetivo: definir um rácio máximo, mas desta vez de 1/20, nos salários da mesma empresa ou grupo. Perante a pressão, a proposta foi
transformada num rácio muito maior: 1/100. O projeto de lei, votado em maio daquele ano, acabou por ser chumbado por apenas um voto de diferença.","Restrição à Liberdade Contratual: Estabelecer um leque salarial máximo pode ser interpretado como uma intervenção excessiva na liberdade contratual entre empregadores e empregados. Isso pode prejudicar a capacidade das empresas de negociar salários com base em critérios como experiência, habilidades específicas e desempenho individual.

Impacto nas Empresas Competitivas: A imposição de limites salariais pode desencorajar talentos de alto nível a trabalhar em determinadas empresas, especialmente se essas empresas forem competitivas globalmente. A capacidade de atrair e reter profissionais qualificados muitas vezes depende da oferta de pacotes de remuneração competitivos, o que seria limitado por um leque salarial restrito.

Complexidade na Avaliação de Justiça Salarial: Determinar um leque salarial justo e equitativo pode ser desafiador, uma vez que diferentes setores e empresas têm realidades econômicas distintas. Estabelecer uma política única para todos pode não levar em consideração as nuances e disparidades legítimas que podem existir em diversos setores e empresas. Além disso, a avaliação de ""justiça salarial"" pode ser subjetiva e difícil de medir objetivamente.",Salários,,PROJETO DE LEI,0,0,0,0,1,1,1,1,0
New,36,375/XV/1,"Prevê um regime de incentivos para a representação equilibrada entre mulheres e
homens nos órgãos de administração, fiscalização ou gerência das sociedades comerciais",10-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c325953396d4e545135596a6733595330774f5751304c5451355a475174596a6c6a5a69316a597a4d30595749334d6a6c685a4445755a47396a65413d3d&fich=f549b87a-09d4-49dd-b9cf-cc34ab729ad1.docx&Inline=true,PAN,"Em 2007, a Noruega introduziu a figura das quotas de género na legislação nacional obrigando os conselhos de administração das sociedades cotadas a assegurar uma quota mínima do género sub-representado, o feminino, de 40 por cento.

Na política, já desde 2006 que temos a Lei da Paridade, que visa assegurar uma representatividade mínima de 33,33 por cento do género sub-representado

As quotas são, indubitavelmente, um impulsionador da mudança necessária para um equilíbrio representativo e digno para ambos os géneros, desafiador do status quo e do modelo de poder instalado de desigualdades estruturais. Porque o mérito não é exclusivo dos homens.","Princípio da Livre Escolha e Mérito: A criação de um regime de incentivos para a representação equilibrada pode ser vista como uma interferência indevida na liberdade de escolha das empresas, minando o princípio de mérito. Defensores da meritocracia argumentam que a seleção para cargos de liderança deve ser baseada nas habilidades, experiência e competências individuais, não em quotas de gênero.

Possível Redução da Eficiência Empresarial: Introduzir quotas de gênero pode resultar na nomeação de candidatos menos qualificados em detrimento da eficiência empresarial. Se as empresas forem obrigadas a cumprir quotas de gênero, isso poderia levar a escolhas baseadas em critérios de gênero em vez de competência, o que poderia prejudicar o desempenho global das empresas.

Desincentivo para Mulheres Competentes: A criação de um regime de incentivos baseado em quotas de gênero pode criar uma percepção de que as mulheres foram nomeadas apenas para cumprir requisitos regulatórios, em vez devido às suas qualificações. Isso pode desencorajar mulheres competentes, que preferem ser reconhecidas por suas habilidades individuais em vez de serem vistas como parte de uma política de quotas.",Igualdade de género,Salários,Projeto de Lei,0,0,2,0,0,2,1,1,0
New,37,249/XV/1,Aprova um Programa Nacional de Deseucaliptização,10-2-2023,https://app.parlamento.pt/webutils/docs/doc.pdf?path=6148523063484d364c793968636d356c6443397a6158526c63793959566b786c5a79394562324e31625756756447397a5357357059326c6864476c32595338794f4751774d7a5668597930314e6d497a4c54513259546374596a466d5a533032596d4a6c5a5467794d57526c4d6a63755a47396a65413d3d&fich=28d035ac-56b3-46a7-b1fe-6bbee821de27.docx&Inline=true,PAN,"Nas últimas décadas o ordenamento do território florestal em Portugal tem vindo a conhecer uma enorme transformação assente na ideia de que se deverá privilegiar a plantação de eucaliptos em detrimento de espécies autóctones, numa lógica puramente economicista assente no rendimento económico de curto prazo.

No nosso país assumem particular importância as espécies autóctones, não só por estarem especialmente adaptadas ao clima e aos solos aqui existentes, mas também porque são uma mais-valia ambiental – visto assegurarem um maior equilíbrio climático, uma melhor qualidade do ar, uma maior diversidade de fauna, uma maior estabilidade dos aquíferos e uma melhor preservação de solos – e em matéria de protecção civil – tendo uma importante resistência e capacidade regenerativa face aos incêndios florestais.

os eucaliptais ocupam cerca de 26% (844 mil hectares) da floresta continental portuguesa, tendo tido um incremento sistemático nos últimos 50 anos – um crescimento de mais de 59 mil hectares só entre 2005 e 2015.

Após os grandes incêndios florestais dos últimos anos, nomeadamente os grandes incêndios de 2017, um número alargado de especialistas apontou as extensas plantações de eucaliptos como um dos principais fatores para a propagação de incêndios. A plantação intensiva deste tipo de monocultura, principalmente em zonas de acentuado declive constitui um risco agravado de incêndio além dos impactos extremamente negativos na paisagem, o declínio da biodiversidade, na erosão e empobrecimento dos solos e nas linhas de água.

Programa Nacional de Deseucaliptização, que a partir de 1 de Janeiro de 2023 atribua prémios para o arranque de eucaliptos e apoios sob a forma de comparticipação financeira para as operações de conversão e de dearborização, na qual os beneficiários, para além de substituírem as suas áreas de eucaliptal por espécies arbustivas e arbóreas autóctones, assumem o compromisso de, durante 15 anos, não procederem a qualquer plantação de espécies de eucalipto","Impacto Econômico e Social: Críticos da proposta podem argumentar que a criação de um Programa Nacional de Deseucaliptização poderia ter impactos negativos na economia local e no setor florestal. O eucalipto é uma fonte significativa de renda para algumas regiões, especialmente no que diz respeito à produção de papel e celulose. A retirada massiva dessas plantações poderia resultar na perda de empregos e na diminuição da atividade econômica em certas áreas.

Implementação e Fiscalização: Críticos podem questionar a viabilidade prática da implementação e fiscalização efetiva de um programa que envolve o arranque de eucaliptos e a substituição por espécies autóctones. Pode ser desafiador garantir o cumprimento dos compromissos a longo prazo por parte dos beneficiários, especialmente considerando a extensão das áreas envolvidas.

Necessidade de Medidas Abrangentes: Algumas críticas podem argumentar que, em vez de focar exclusivamente na deseucaliptização, seria mais eficaz adotar medidas mais abrangentes para a gestão florestal sustentável. Isso poderia incluir a implementação de práticas de cultivo mais responsáveis, a diversificação de espécies em plantações e o reforço das políticas de prevenção de incêndios, em vez de um enfoque exclusivo na remoção de uma espécie específica.",Ambiente,,Projecto de Lei,0,0,0,0,0,1,1,1,0
