id,official_id,title,title_reduced,title_reduced_EN,vote_link,proposal_link,author,summary,summary_reduced,summary_reduced_EN,counter,counter_reduced,counter_reduced_EN,tag_1,tag_2,type,PS,PSD,CH,IL,PCP,BE,PAN,L,final_result,Comments,LEN_title,LEN_summary,LEN_counter
35,451/XV/1,Proibição de penhora e execução de hipoteca de habitação própria permanente,Proibir a penhora de habitação própria permanente,Prohibit the seizure of permanent home ownership,19-5-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152205,PCP,"Propõe que se elimine a possibilidade de penhora ou execução de hipoteca sobre a habitação quando se comprove a inexistência de rendimentos suficientes para assegurar a subsistência do executado ou do seu agregado familiar, incluindo no âmbito de processos de execução fiscal.","Propõe-se:
- Impossibilidade de penhora ou execução de hipoteca sobre a habitação em casos de inexistência de rendimentos suficientes de subsistência do executado ou do seu agregado familiar.",,"1. Impacto Financeiro: Os credores podem ficar relutantes em conceder empréstimos para aquisição de imóveis. Isso pode resultar em condições mais rigorosas para a obtenção de crédito, limitando o acesso à habitação para muitos cidadãos.","1. Desincentivo ao cumprimento de contratos: 
Devedores podem sentir-se menos pressionados a cumprir suas responsabilidades financeiras;

2. Piores condições de empréstimo no mercado: 
Aumentando o risco para instituições financeiras pode resultar custos mais elevados para os tomadores de empréstimos;

3. Abusos e estratégias de evasão: 
Devedores podem deliberadamente reduzir os seus rendimentos declarados para evitar a penhora.",,Habitação,,Projeto de Lei,0,0,2,0,1,1,1,1,0,,49,191,433
36,338/XV/1,Saudação pelo 75.º aniversário do Estado de Israel,Saudação pelo 75.º aniversário do Estado de Israel,Salutation towards the 75th anniversary of the State of Israel,19-5-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/Detalhe-Votos.aspx?BID=137265&ACT_TP=VOT,PS / PSD / CH,"Assegurada a instituição e a vitalidade de um Estado nacional, cumpre, no entanto, concluir o desígnio de paz na região, através da resolução do conflito israelo-palestiniano com base na solução de dois Estados, em linha com as resoluções relevantes do Conselho de Segurança das Nações Unidas, garantindo também ao povo palestiniano a sua autodeterminação, a convivência pacífica e a cooperação entre todas as comunidades.","Assegurada a vitalidade de um Estado nacional, é necessária a paz na região, através da resolução do conflito israelo-palestiniano com base na solução de dois Estados, em linha com as resoluções do Conselho de Segurança das Nações Unidas. Objetivo de garantir ao povo palestiniano a sua autodeterminação, a convivência pacífica e a cooperação entre todas as comunidades.",,"1. Deslocamentos significativos de populações palestinas: Advém de um conflito prolongado e disputas territoriais
2. Complexidade Religiosa e Cultural: Argumento: A região onde Israel foi estabelecido é de significância religiosa para várias comunidades, incluindo muçulmanos, cristãos e judeus. A reivindicação exclusiva da independência por uma comunidade pode gerar tensões inter-religiosas e culturais, levando a conflitos contínuos na região.
","1. Gestão criticável do confito isrealo-palestiniano: 
Disputas territoriais de significância religiosa para várias comunidades (muçulmanos, cristãos e judeus) levaram a conflitos armados que resultaram na morte de civis palestinianos na Faixa de Gaza.",,Relações internacionais,Estado,Voto de Saudação,1,1,1,1,0,0,2,2,1,,50,370,252
37,568/XV/1,Mitigar a rutura de medicamentos em Portugal através de produção feita pelo Laboratório Nacional do Medicamento,Mitigar a falta de medicamentos produzindo através do Laboratório Nacional do Medicamento,Create a mitigation plan for the lack of medicines produced through the National Medicines Laboratory,12-5-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152474,BE,"Propõe medidas para mitigar a falta de medicamentos em Portugal, com foco na produção pelo Laboratório Nacional do Medicamento. A exposição de motivos destaca a recorrência das ruturas de medicamentos, as possíveis causas dessa escassez, como interesses financeiros da indústria farmacêutica, e a necessidade de proteger o acesso da população a medicamentos essenciais. A proposta autoriza o Laboratório Nacional do Medicamento a produzir medicamentos em falta, sujeita a exportação à autorização do INFARMED, I.P., e proíbe práticas de intermediários que possam comprometer o abastecimento nacional. Também prevê alterações legislativas para permitir a produção e comercialização pelo Laboratório Nacional do Medicamento, garantindo o financiamento necessário. A entrada em vigor está prevista com o Orçamento do Estado subsequente à aprovação.","Têm sido recorrente a escassez de medicamentos em Portugal com 13% das ruturas a ter impactos médios e 3% com elevado impacto na saúde dos cidadãos. Um problema potencialmente causado pelos interesses financeiros da indústria farmacêutica: indisponibilizar os medicamentos mais baratos para aumentar a venda de alternativas mais caras. Propõe-se:

- Autorizar o Laboratório Nacional do Medicamento a produzir e comercializar medicamentos em situação de rutura, de forma a garantir o acesso a medicamentos em todo o território nacional.",,"1. Risco de Ineficiência na Produção: Conceder exclusivamente ao Laboratório Nacional do Medicamento a responsabilidade de produzir medicamentos em falta pode resultar em ineficiência operacional, pois a capacidade e recursos desta entidade podem ser limitados. Isso poderia comprometer a agilidade na resposta às necessidades do mercado.
2. Possível Impacto nas Negociações de Preços: Autorizar a produção estatal de medicamentos em falta sem abordar as questões subjacentes de fixação de preços e negociações com a indústria farmacêutica pode prejudicar as futuras negociações. A medida pode desencorajar a indústria de farmacêuticos de fornecer medicamentos a preços competitivos, prejudicando o sistema de saúde.
3. Aumento do Papel Estatal na Indústria Farmacêutica: A proposta amplia o papel do Estado na produção e comercialização de medicamentos, o que pode criar uma dependência excessiva do setor público. Isso poderia desincentivar a inovação e investimentos privados na indústria farmacêutica, impactando negativamente a diversidade e qualidade dos medicamentos disponíveis no mercado.","1. Aumento do investimento do Estado: 
LNM precisaria de investimento público, implicando ou uma redução de verbas de outros serviços públicos ou subida da receita fiscal (impostos);

2. Risco de ineficiência na produção: 
A entidade responsável precisa da infraestrutura e dos recursos necessários para produzir e distribuir em tempo útil (e com qualidade) os produtos necessários;

3. Desincentivo à inovação na indústria farmacêutica:  
Pode desencorajar investimentos privados em pesquisa e desenvolvimento, uma vez que a concorrência do setor público pode reduzir os retornos financeiros para as empresas privadas.",,Saúde,,Projeto de Lei,0,1,1,0,1,1,1,1,0,,89,535,619
38,710/XV/1,Retira o caráter temporário à certidão permanente,"Retirar o caráter temporário à certidão permanente (documento digital com todos os registos sobre um imóvel, que pode pedir e consultar online)",Remove the temporary nature of the permanent certificate,12-5-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152754,IL,"O acesso à certidão permanente, na medida em que é efetuado por via eletrónica e que a informação está permanentemente atualizada, não deverá acarretar qualquer custo na sua reemissão, porquanto também não o tem para os serviços. Ao prever-se uma validade para a certidão permanente, isto confere-lhe um caráter temporário, limitando o exercício de direitos pelas entidades quando lhes seja exigido acesso e o prazo de validade da certidão tenha expirado. ","O acesso à certidão permanente (efetuado por via eletrónica) não deverá acarretar qualquer custo na sua reemissão, porquanto também não o tem para os serviços. Ao prever-se uma validade para a certidão permanente, isto confere-lhe um caráter temporário, limitando o exercício de direitos pelas entidades quando lhes seja exigido acesso e o prazo de validade da certidão tenha expirado. Propõe-se:

- A certidão permanente não ter validade.",,"1. Desatualização dos registos: a necessidade de revalidação incentivam as entidades comerciais a manterem a informação sempre atualizada, promovendo a precisão e a confiabilidade desses registros.
2. Redução de Receitas: para a manutenção do serviço em prol de facilidade a entidades comerciais","1. Desatualização dos registos: 
A necessidade de revalidação incentivam as entidades comerciais a manterem a informação sempre atualizada, promovendo a precisão e a confiabilidade desses registros;

2. Redução de Receitas: 
Para a manutenção do serviço em prol de facilidade a entidades comerciais.",,Cidadania,,Projeto de Lei,0,2,1,1,0,2,2,2,0,,143,439,299
39,659/XV/1,Elimina a Obrigação de Afixação do Dístico do Seguro Automóvel,Eliminar a obrigação de afixação do dístico do seguro automóvel,Eliminate the obligation to display the car insurance sticker,12-5-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152653,IL,"Propõe a eliminação da obrigação de afixação do dístico relativo ao seguro automóvel, assemelhando-se à decisão anterior de eliminar a obrigatoriedade do dístico de inspeção periódica. A exposição de motivos argumenta que, da mesma forma que a informação sobre a inspeção periódica é centralizada e facilmente verificável pelo Estado, a necessidade do dístico de seguro automóvel, que contém informações já possuídas pelas autoridades, é considerada excessiva. A proposta visa simplificar a vida dos cidadãos, argumentando que a penalização financeira pelo não cumprimento desta obrigação não é proporcional nem justificada. Além disso, propõe sanções para a não entrega do certificado de matrícula, livrete e título de registo de propriedade apenas nos casos em que não seja apresentada prova da alienação do veículo ou da existência de seguro válido, com coimas variando de 250 a 1250 euros. A entrada em vigor da lei está prevista para o dia seguinte à sua publicação.","A necessidade do dístico de seguro automóvel, que contém informações já possuídas pelas autoridades, é considerada excessiva. A proposta visa simplificar a vida dos cidadãos, argumentando que a penalização financeira pelo não cumprimento desta obrigação não é proporcional nem justificada. Propõe-se:

- Eliminação da obrigação de afixação do dístico do seguro automóvel.",,"1. Identificação Visual e Fiscalização: Manter a afixação do dístico pode ser vista como uma medida que facilita a identificação visual dos veículos segurados, tanto por parte das autoridades como por outros condutores. A ausência do dístico pode tornar mais difícil a distinção entre veículos segurados e não segurados, dificultando a fiscalização e o cumprimento da lei.
2. Evitar Abusos: A obrigatoriedade do dístico pode atuar como um elemento dissuasor contra possíveis abusos ou falsificações de documentos. A sua eliminação poderia criar oportunidades para condutores circularem sem seguro, alegando posteriormente desconhecimento da obrigatoriedade ou apresentando documentos falsos.
3. Implementação de Tecnologia: Em vez de eliminar o dístico, uma alternativa poderia ser explorar tecnologias modernas, como registros eletrônicos ou aplicativos móveis, para facilitar a verificação do seguro automóvel. No entanto, a implementação dessas soluções poderia gerar custos adicionais e exigir mudanças significativas na infraestrutura existente.","1. Pior fiscalização: 
A ausência do dístico pode tornar mais difícil a distinção entre veículos segurados e não segurados, dificultando a fiscalização e o cumprimento da lei.",,Cidadania,,Projeto de Lei,1,2,0,1,1,1,1,2,1,,63,371,175
40,646/XV/1,"Aumento dos salários e pensões, controlo e redução de preços, mais investimento e produção nacional","Aumentar os salários e pensões, controlar e reduzir de preços, aumentar investimento e produção nacional",Increase salaries and pensions; control and reduce prices; increase investment and national production,28-4-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=172834,PCP,"Sugere a implementação de um aumento intercalar das pensões em 2023 de 9,1%, com um aumento mínimo de 60€, com retroativos a Janeiro.
Estabelece preços de referência, removendo as componentes especulativas e controlando as margens de lucro, a fim de reduzir os preços de bens e serviços essenciais, como os alimentos, a energia ou as telecomunicações;
Coloca as margens de lucro da banca a suportar parte do esforço das famílias com o crédito à habitação
Sugere também o aumento da produção nacional e a substituição de importações, a reindustrialização, o desenvolvimento e aproveitamento das capacidades científicas e tecnológicas do País","Propõe-se:

- Aumento das pensões de 9,1%, com um aumento mínimo de 60€.
- Remover as componentes especulativas e controlar as margens de lucro, reduzindo os preços de bens e serviços essenciais (alimentos, energia ou telecomunicações).
- Colocar as margens de lucro da banca a suportar parte do esforço das famílias com o crédito à habitação.
- Aumentar a produção nacional e a substituição de importações pela reindustrialização e aproveitamento das capacidades científicas e tecnológicas do País.",,"1. Pressão Inflacionária: A implementação de aumentos generalizados nos salários, pensões e investimentos públicos pode gerar inflação, especialmente se não estiver alinhada com o crescimento real da economia. Isso pode resultar em desequilíbrios orçamentais, colocando em risco a estabilidade financeira do país.
2. Falhas na Implementação e Regulação: Elevado custo administrativo e burocrático, assim como desincentivo à Inovação e Eficiência, podendo resultar na escassez de produtos se o preço não compensar o custo de produzir/entregar o produto/serviço
Quando os preços são fixados, pode haver um desincentivo para as empresas inovarem ou procurarem eficiências operacionais. A competição naturalmente orientada pelos preços é substituída por uma abordagem em que as empresas podem não ter incentivos para melhorar a qualidade ou reduzir custos.","1. Aumento do investimento do Estado: 
Implicando ou uma redução de verbas de outros serviços públicos ou subida da receita fiscal (impostos);

2. Aumento da inflação: 
Aumentos generalizados nos salários, pensões e investimentos públicos podem gerar inflação, especialmente se não estiver alinhada com o crescimento real da economia;

3. Desincentivo à produção e inovação: 
Com fixação de preços pode haver escassez de produtos se o preço não compensar o custo de produzir/entregar o produto/serviço. Também reduz o poder da concorrência por haver menos interessados no mercado.",,Economia,Salários,Projeto de Resolução,0,0,0,0,1,1,2,1,0,,104,499,580
41,532/XV/1,"Regresso ao Modelo de Gestão em PPP (Parcerias Público-Privadas) nos Hospitais de Braga, Loures e Vila Franca de Xira","Regressar ao modelo de gestão em PPP (Parcerias Público-Privadas) nos Hospitais de Braga, Loures e Vila Franca de Xira","Return to the PPP (Public-Private Partnerships) management model in Braga, Loures and Vila Franca de Xira Hospitals",6-4-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152615,IL,"Argumenta que a gestão pública destes hospitais, após o término das PPP, resultou numa degradação significativa dos serviços de saúde, com profissionais desmotivados, serviços encerrados e longos tempos de espera. Defende que o setor privado pode ser parte da solução para melhorar a eficiência e a qualidade dos serviços de saúde, e cita declarações de profissionais de saúde e ex-governantes que apoiam as PPP na saúde.

Os argumentos apresentados destacam a diferença de desempenho entre a gestão em PPP e a gestão pública, usando exemplos de reconhecimento de excelência clínica em hospitais geridos por PPP no passado. Além disso, o projeto cita situações específicas nos hospitais de Braga, Loures e Vila Franca de Xira, incluindo encerramentos de serviços, falta de médicos e longos tempos de espera, como evidências da necessidade de retorno ao modelo de gestão em PPP. Critica a gestão pública por ser burocrática, menos eficiente e por não proporcionar condições adequadas para atrair e reter profissionais de saúde.","A gestão pública destes hospitais, após o término das PPP, resultou numa degradação significativa dos serviços de saúde, com profissionais desmotivados, serviços encerrados e longos tempos de espera. Propõe-se:

- Uma aliança com o setor privado pode ser parte da solução para melhorar a eficiência e a qualidade dos serviços de saúde, como já provado pela excelência clínica em hospitais geridos por PPP no passado.",,"1. Foco na Ideologia e Interesses Privados: Críticos do retorno às Parcerias Público-Privadas podem argumentar que a proposta se baseia numa perspetiva ideológica pró-privatização, favorecendo interesses privados em detrimento da eficácia do sistema de saúde como um todo. Pode-se questionar se a busca de soluções com o setor privado está alinhada com o princípio de assegurar cuidados de saúde acessíveis e equitativos para todos os cidadãos.
2. Problemas Históricos com PPPs: Algumas críticas ao modelo de Parceria Público-Privada na saúde referem-se a problemas históricos, como custos elevados para o setor público, falta de transparência em contratos e riscos financeiros significativos. Argumenta-se que, em alguns casos, as PPPs não têm proporcionado os benefícios esperados e têm sido onerosas para os cofres públicos.
3. Variação de Desempenho: Críticos podem destacar que o desempenho dos hospitais pode depender de vários fatores, incluindo gestão, financiamento e condições específicas da região. Atribuir a degradação dos serviços apenas ao fim das PPPs pode simplificar excessivamente uma situação complexa.","1. Custos para o setor público: 
Dependendo do contrato feito com os parceiros do setor privado o investimento podia ser melhor aplicado no setor público;

2. Falta de transparência em contratos de PPPs:
Falta de supervisão adequada pode resultar em práticas não éticas, má gestão dos recursos públicos e potencial exploração dos benefícios fiscais e subsídios propostos;

3. Correlação =/= causalidade: 
Atribuir a degradação dos serviços apenas ao fim das PPPs pode simplificar excessivamente uma situação complexa. (outros fatores como gestão, financiamento e condições específicas da região têm influência).",,Saúde,,Projeto de Lei,0,1,1,1,0,0,0,0,0,,118,416,611
42,23/XV,Regula as condições em que a morte medicamente assistida não é punível,Regular as condições da morte medicamente assistida,Regulate the conditions under which medically assisted death is possible,31-3-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheDiplomaAprovado.aspx?BID=33774,IL,"Viabilizar a morte medicamente assistida se ocorrer por decisão da própria pessoa, maior, cuja vontade seja atual e reiterada, séria, livre e esclarecida, em situação de sofrimento de grande intensidade, com lesão definitiva de gravidade extrema ou doença grave e incurável, quando praticada ou ajudada por profissionais de saúde.","Propõe-se viabilizar a morte medicamente assistida se ocorrer:

- Por decisão da própria pessoa, maior, cuja vontade seja atual e reiterada, séria, livre e esclarecida.
- Em situação de sofrimento de grande intensidade, com lesão definitiva de gravidade extrema ou doença grave e incurável.
- Praticada ou ajudada por profissionais de saúde.",,"1. Posicionamento Ético-Religioso: Muitos opositores da eutanásia baseiam sua oposição em valores éticos e religiosos. Argumentam que a vida é sagrada e que a tomada deliberada de vidas humanas, mesmo em circunstâncias de sofrimento, vai contra princípios morais fundamentais. Grupos religiosos e líderes espirituais frequentemente expressam forte resistência à legalização da eutanásia com base em suas crenças sobre o valor intrínseco da vida.
2. Riscos de Abusos e Coerção: Críticos da eutanásia apontam frequentemente para o risco de abusos no processo de tomada de decisão, alegando que pacientes vulneráveis podem ser pressionados a optar pela eutanásia, seja por questões financeiras, familiares ou outras formas de coerção. A preocupação com a criação de um precedente perigoso em que a vida humana possa ser descartada de maneira inadequada é um argumento político comum contra a legalização da eutanásia.","1. Posicionamento ético-religioso: 
Grupos religiosos defendem o valor intrínseco da vida e que esta prática vai contra princípios morais fundamentais;

2. Riscos de abusos e coerção: 
Pacientes vulneráveis podem ser pressionados a optar pela eutanásia, seja por questões financeiras, familiares ou outras formas de coerção.",,Saúde,Cidadania,Decreto,1,0,0,1,0,1,1,1,1,,51,341,324
43,258/XV/1,Determina a proibição da comercialização de madeira ardida resultante dos incêndios florestais,Proibir a venda de madeira ardida em incêndios florestais,Ban the sale of burned wood provenient from forest fires,31-3-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=141838,CH,"Com o propósito de desincentivar a prática criminosa com o objectivo de obter vantagem económica na compra da madeira queimada. Por exemplo, a madeira do Pinhal de Leiria rendeu mais de 13 milhões de euros. Em virtude da devastação originada pelos incêndios, os madeireiros pagam um terço do valor aos produtores florestais, pela madeira queimada, apesar desta continuar a ter utilidade para vários fins","A madeira do Pinhal de Leiria rendeu mais de 13 milhões de euros depois de ardida. Em virtude da devastação originada pelos incêndios, os madeireiros pagam pela madeira queimada um terço do valor aos produtores florestais, apesar desta continuar a ter utilidade para vários fins. Propõe-se:

- Proibir a venda de madeira ardida, com o objetivo de desincentivar a prática criminosa que visa obter vantagem económica na compra da madeira queimada (mais barata e com a mesma utilidade).",,"1. Impacto Económico negativo na Indústria Florestal: Existem incêndios em que não há práticas criminosas e os donos dos terrenos sairiam prejudicados
2. Impacto nas Relações Comerciais e Diplomáticas: Se a proibição afetar a exportação de produtos relacionados à madeira ardida, isso poderia ter implicações nas relações comerciais e diplomáticas.
3. Gestão Sustentável dos Recursos Florestais: Algumas vozes podem argumentar que a proibição indiscriminada poderia prejudicar a gestão sustentável dos recursos florestais. Ao permitir a comercialização da madeira ardida, poderiam ser criados incentivos para a limpeza de áreas afetadas por incêndios, contribuindo para a redução do risco de futuros incêndios e promovendo práticas de manejo florestal mais responsáveis.","1. Prejudicar produtores florestais em casos de ausência de prática criminosa nos incêndios:
Existem incêndios que não são causados por práticas criminosas e os donos dos terrenos sairiam prejudicados",,Proteção Civil,,Projeto de Lei,0,0,1,0,0,0,0,0,0,,57,483,200
44,656/XV/1ª,"Habitação para jovens - alojamento estudantil, Arrendamento para Jovens e Aquisição da Primeira Habitação Própria Permanente","Aumentar alojamento estudantil, arrendamento para jovens e facilitar aquisição da primeira habitação","Increase student accommodation, rentals for young people and facilitate the purchase of their first home",15-3-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152642,PSD,"No contexto do alojamento estudantil, propõe a contratação permanente de camas através de protocolos entre o Estado e unidades privadas, setor social, autarquias e Movijovem. Além disso, incentiva a construção de residências em parceria público-privada, permitindo a conversão em unidades de turismo durante as férias para gerar rendimentos adicionais. 

Quanto ao arrendamento jovem, o projeto cria um subsídio de renda para arrendatários com menos de 35 anos, correspondendo a um terço do valor da renda, e isenta os contratos de arrendamento jovem do pagamento de Imposto do Selo.

Na aquisição da primeira habitação própria, o projeto propõe a criação de um instrumento de garantia pública para contratos de mútuo hipotecário, eliminando os capitais próprios atualmente exigidos (entrada) no crédito à habitação até um valor de 10%. Além disso, sugere isenção de IMT e Imposto de Selo na aquisição da primeira habitação própria e permanente, aplicável a imóveis até um valor máximo de 250,000.00€.","Para aumentar alojamento estudantil, propõe-se:
- Contratação permanente de camas através de protocolos entre o Estado e unidades privadas e sociais.
- Incentivos à construção de residências público-privadas, permitindo conversão em unidades de turismo durante as férias.

Para melhorar arrendamento para jovens, propõe-se:
- Subsídio de 1/3 da renda para menores de 35 anos.
- Contratos de arrendamento jovem isentos de Imposto de Selo.

Para facilitar aquisição da primeira habitação, propõe-se:
- Garantia pública de capitais, eliminando entrada até 10%.
- Isenção de IMT e Imposto de selo na primeira habitação própria permanente (valor imóvel <= 250.000€).",,"1. Desafios na Gestão e Transparência das Parcerias Público-Privadas: A dependência de parcerias público-privadas para diversas iniciativas habitacionais levanta desafios em termos de gestão eficiente, transparência e prestação de contas. A falta de supervisão adequada pode resultar em práticas não éticas, má gestão dos recursos públicos e potencial exploração dos benefícios fiscais e subsídios propostos. A necessidade de uma gestão rigorosa e transparente é crucial para evitar abusos e garantir que os benefícios cheguem efetivamente aos jovens e estudantes alvo da proposta.","1. Transparência das PPPs: 
Falta de supervisão adequada pode resultar em práticas não éticas, má gestão dos recursos públicos e potencial exploração dos benefícios fiscais e subsídios propostos;

2. Diminuição das receitas públicas: 
Isenções fiscais resultam numa diminuição das receitas fiscais, resultando ou na redução dos fundos disponíveis para serviços públicos ou no aumento de outros impostos para as compensar;

3. Aumento de preços: 
Incentivando a compra de imóveis sem estimular a oferta pode fazer com que os preços aumentem.",,Habitação,Cidadania,Projeto de Lei,2,1,1,2,0,0,1,0,1,,100,661,540
45,609/XV/1,Permite à Sociedade Civil reabilitar os imóveis devolutos do estado para arrendamento acessível.,Incentivar a iniciativa privada / social a reabilitar imóveis desabitados do Estado para arrendamento acessível,Encourage private/social initiatives to rehabilitate vacant State properties for affordable rental,15-3-2023,https://www.parlamento.pt/ActividadeParlamentar/Paginas/DetalheIniciativa.aspx?BID=152571,IL,"Incentiva a iniciativa privada e/ou social a identificar o património imobiliário devoluto do Estado, sendo que após a identificação desse devoluto, o interessado pode apresentar uma oferta de aquisição para reabilitação e reconversão da habitação num espaço habitável. Essa oferta desencadeia, no Portal da Habitação que terá de se criar para o efeito, um procedimento de licitação sobre o imóvel. Neste momento, o Estado tem duas hipóteses: ou aceita vender o imóvel à licitação mais elevada ou apresenta uma proposta para uso do imóvel. O adquirente terá de reabilitar o imóvel e disponibilizá-lo para rendas acessíveis durante cinco anos ou destiná-lo a habitação própria e permanente. Findo esse prazo, o proprietário pode dar a utilização que quiser ao imóvel (e.g. venda, arrendamento, alojamento).","Não existe de momento uma identificação completa do património imobiliário do Estado. Incentivar a iniciativa privada e/ou social a identificar este património permite um aumento da oferta de imóveis de forma mais rápida.

Propõe-se que:
- A entidade que identificar um devoluto do Estado pode apresentar uma oferta para reconversão do imóvel em espaço habitável.
- O Estado ou aceita vender o imóvel (ao valor mais elevado proposto) ou apresenta uma proposta para uso do imóvel.
- O aquirente responsabiliza-se por reabilitar o imóvel e disponibilizá-lo para rendas acessíveis durante 5 anos ou para habitação própria permanente.",,"1. Desigualdade no Acesso à Habitação: Argumenta-se que o modelo proposto, baseado em licitações e aquisições por iniciativa privada ou social, pode aumentar a desigualdade no acesso à habitação. Aqueles com recursos financeiros mais substanciais teriam mais facilidade em adquirir propriedades devolutas, enquanto as pessoas ou organizações com menos capital poderiam ficar excluídas do processo. Isso poderia perpetuar disparidades socioeconómicas e limitar o acesso à habitação para grupos mais vulneráveis.
2. Falta de Controlo sobre o Destino dos Imóveis: Críticos podem apontar que o modelo proposto, permitindo que os adquirentes decidam sobre o uso futuro dos imóveis após o período de rendas acessíveis, pode resultar na perda de controlo por parte do Estado sobre o destino dessas propriedades. Isso poderia levar à especulação imobiliária, onde os adquirentes, após o período obrigatório, poderiam decidir vender as propriedades a preços mais altos, contribuindo para um mercado imobiliário inflacionado.
3. Riscos de Gentrificação: A proposta, ao incentivar a reabilitação e reconversão de propriedades devolutas, pode aumentar o risco de gentrificação em certas áreas. Se investidores privados optarem por adquirir imóveis em bairros historicamente mais desfavorecidos, a reabilitação dessas propriedades pode levar ao aumento dos preços da habitação na região, deslocando residentes de baixa renda. Isso pode resultar em uma transformação social e cultural dessas comunidades, afastando os habitantes originais.","1. Redução do património do Estado: 
Ao fim de 5 anos oo Estado perde controlo sobre o uso do imóvel e não consegue garantir o seu uso ótimo em prol da sociedade;

2. Dependente da eficácia de fiscalização:
Tem de ser garantido que os imóveis estão a ser usados para o propósito designado.",,Habitação,,Projeto de Lei,2,2,1,1,0,0,0,0,1,,111,630,289
